pathway	n_measured_genes	enriched_class	perc_signif_padj_0.05	ES_median	pval_median	padj_median	n_leading_edge_genes	leading_edge_genes
REACTOME_COMPLEX_I_BIOGENESIS	57	Controls	100	-0.531677877110841	0.000252130775265456	0.00892596076216242	28	COA1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFAF4,NDUFAF7,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFV1,NDUFV2,TIMMDC1,TMEM186
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	164	Controls	100	-0.389576949059509	0.000269182633823844	0.00923092343696329	45	ABCD4,ACACB,ALDH1L1,APOB,COQ3,COQ5,COQ9,CUBN,ENPP3,FOLR2,GPC4,GPC6,GPIHBP1,HSP90AA1,IDH1,LPL,MCCC1,MCCC2,MMAA,MMACHC,MMUT,MOCS1,MTHFD1,MTR,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NFS1,NMNAT1,NMNAT2,NT5E,PANK1,PC,PCCA,PCCB,PDSS2,PPCDC,QPRT,RBP1,SHMT1,SLC19A3,SLC46A1,TPK1
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	111	Controls	100	-0.434670740973392	0.00027320948529125	0.00938408499496617	30	ABCD4,ACACB,CUBN,ENPP3,FOLR2,MCCC1,MCCC2,MMAA,MMACHC,MMUT,MOCS1,MTHFD1,MTR,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NFS1,NMNAT1,NMNAT2,PANK1,PC,PCCA,PCCB,PPCDC,QPRT,SLC19A3,SLC46A1,TPK1
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	56	Controls	100	-0.529333175448373	0.000331301724432557	0.01062329116224	27	COA1,DMAC2,FOXRED1,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFAB1,NDUFAF1,NDUFAF4,NDUFAF7,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFV1,NDUFV2,TIMMDC1,TMEM186
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	27	Controls	100	-0.653970055984976	0.000380842721586065	0.0117029180186821	13	ABAT,ADSS2,ALDH5A1,ASL,ASPA,CAD,CPS1,GLS,GLS2,GLUD1,GLUL,GPT,GPT2
KEGG_ASTHMA	17	Controls	100	-0.735979829260715	0.000450181888248855	0.0130151769215925	8	CD40,HLA-DMA,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DRA
WP_NAD_BIOSYNTHETIC_PATHWAYS	21	Controls	100	-0.696829214971496	0.000452546125698999	0.0130367149040153	10	NADSYN1,NAMPT,NAPRT,NMNAT1,QPRT,SIRT2,SIRT3,SIRT4,SIRT5,TNKS
KEGG_HUNTINGTONS_DISEASE	166	Controls	100	-0.379626334102252	0.000515748409680487	0.014282381672866	73	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BDNF,CASP9,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,CREB1,CREB3L2,CYC1,CYCS,EP300,GNAQ,HAP1,HDAC1,HIP1,HTT,ITPR1,MT-CO1,MT-CO3,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,PLCB1,PLCB4,REST,SDHA,SDHB,SDHC,SDHD,SLC25A4,SLC25A6,SOD2,TFAM,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ,VDAC2,VDAC3
REACTOME_PROPIONYL_COA_CATABOLISM	5	Controls	100	-0.932440302853815	0.000544845623829786	0.014851799687214	5	MCEE,MMAA,MMUT,PCCA,PCCB
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	52	Controls	100	-0.528366805359698	0.000603746957669844	0.0161268896638844	22	ACO2,D2HGDH,DLAT,DLD,DLST,FH,L2HGDH,LDHB,MPC1,NNT,PDHA1,PDK4,PDP1,PDP2,PDPR,SDHA,SDHC,SDHD,SLC16A1,SUCLA2,SUCLG1,SUCLG2
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	6	Controls	99.9	-0.904414586750611	0.000689625157185961	0.0176163068689582	2	MRM1,MTERF4
KEGG_OXIDATIVE_PHOSPHORYLATION	119	Controls	100	-0.410569696552916	0.000725462978357977	0.0181854749415348	56	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7B,COX7C,CYC1,MT-CO1,MT-CO3,MT-ND1,MT-ND3,MT-ND6,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB5,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS7,NDUFV1,NDUFV2,SDHA,SDHB,SDHC,SDHD,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRQ
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	22	Controls	100	-0.675742688897302	0.000742501532042865	0.0185895950241459	14	ACO2,CS,DLD,DLST,FH,NNT,OGDH,SDHA,SDHB,SDHC,SDHD,SUCLA2,SUCLG1,SUCLG2
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	12	Controls	99.8	-0.779757515704322	0.0010316645481218	0.0238623062502416	6	ABCD4,CUBN,MMAA,MMACHC,MMUT,MTR
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	18	Controls	98.9	-0.701227645520148	0.00116867021257079	0.0260467594757813	12	ATP5F1A,ATP5F1B,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5PB,ATP5PD,ATP5PF,ATP5PO
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	18	Controls	98.6	-0.700309300476593	0.0011997466885292	0.0266035417386663	13	ACO2,CS,DLD,DLST,FH,OGDH,SDHA,SDHB,SDHC,SDHD,SUCLA2,SUCLG1,SUCLG2
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	13	Controls	95.6	-0.755376343214976	0.00145393339949095	0.030949132960132	6	ABCD4,CUBN,MMAA,MMACHC,MMUT,MTR
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	33	Controls	95	-0.58231333419927	0.00146521950941655	0.0310398160690388	21	ACAA2,ACAD10,ACAD11,ACADS,ACOT11,ACOT13,ACOT2,ACOT9,ACSM3,DBI,DECR1,ECHS1,HADHA,HADHB,MCEE,MECR,MMAA,MMUT,NDUFAB1,PCCA,PCCB
BIOCARTA_ASBCELL_PATHWAY	9	Controls	93	-0.819500732224713	0.00158606650935562	0.0328445841809327	5	CD28,CD40,CD80,FAS,HLA-DRA
WP_AMINO_ACID_METABOLISM	83	Controls	90.8	-0.438594865398348	0.00162795584307387	0.0337006204115655	29	ACO2,ADH1C,BCAT1,CAD,CBS,CPS1,DLD,DLST,EHHADH,FTCD,GLS,GLUD1,GLUL,GPT2,HIBADH,HIBCH,HMGCL,HNMT,IDH1,LARS2,MCCC1,MMUT,MPST,PC,PDHA1,PDK4,SDHA,SMS,SUCLG1
